1.801626344086021447e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.814126344086021447e+01 3.898483981711468632e-05 1.445777632142164655e-03
1.826626344086021447e+01 1.085197018950660714e-04 2.002961591340521406e-03
1.839126344086021447e+01 1.962088623908053763e-04 2.404156891986209462e-03
1.851626344086021447e+01 2.973070482350585438e-04 2.721866691771929973e-03
1.864126344086021447e+01 4.089348227163828249e-04 2.985025971253848272e-03
1.876626344086021447e+01 5.290726012791933247e-04 3.208911887171275734e-03
1.889126344086021447e+01 6.561909753316554636e-04 3.402859483444048948e-03
1.901626344086021447e+01 7.890754133706627624e-04 3.573117684437626153e-03
1.914126344086021447e+01 9.267300098510172042e-04 3.724139086114463659e-03
1.926626344086021447e+01 1.068319221514627253e-03 3.859243248120919258e-03
1.939126344086021447e+01 1.213130031033771237e-03 3.980990926561632330e-03
1.951626344086021447e+01 1.360546031159257053e-03 4.091410506469387448e-03
1.964126344086021447e+01 1.510028913988989592e-03 4.192142727219097705e-03
1.976626344086021447e+01 1.661104793956197498e-03 4.284537370535907233e-03
1.989126344086021447e+01 1.813353815804343537e-03 4.369720260028887859e-03
2.001626344086021447e+01 1.966402071050966666e-03 4.448641136759524418e-03
2.014126344086021447e+01 2.119915183273049075e-03 4.522108777978151896e-03
2.026626344086021447e+01 2.273593129399948190e-03 4.590817347894760383e-03
2.039126344086021447e+01 2.427165995896755912e-03 4.655366563802685285e-03
2.051626344086021447e+01 2.580390455214969132e-03 4.716277399576568503e-03
2.064126344086021447e+01 2.733046806252896737e-03 4.774004503833633763e-03
2.076626344086021447e+01 2.884936462902441476e-03 4.828946155877368064e-03
2.089126344086021447e+01 3.035879803227298918e-03 4.881452346502011645e-03
2.101626344086021447e+01 3.185714312294137245e-03 4.931831409996004396e-03
2.114126344086021447e+01 3.334292966658266872e-03 4.980355521938670781e-03
2.126626344086021447e+01 3.481482819633548251e-03 5.027265298453552182e-03
