1.692419354838709822e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.704919354838709822e+01 4.399323377398284838e-05 1.017678852663728671e-02
1.717419354838709822e+01 8.382827317407330918e-04 1.435033649416740838e-02
1.729919354838709822e+01 1.932346450619174504e-03 1.752203273751194029e-02
1.742419354838709822e+01 3.227202444414314572e-03 2.016847843121059164e-02
1.754919354838709822e+01 4.667921284926041317e-03 2.247459824545739587e-02
1.767419354838709822e+01 6.088838320047722762e-03 2.453538206960553109e-02
1.779919354838709822e+01 7.514905547176944055e-03 2.640735200966709204e-02
1.792419354838709822e+01 8.992640259707624859e-03 2.812740591101392171e-02
1.804919354838709822e+01 1.050990749416199667e-02 2.972123232529699441e-02
1.817419354838709822e+01 1.205661472955809298e-02 3.120758779677507491e-02
1.829919354838709822e+01 1.362423993619489571e-02 3.260068082468028927e-02
1.842419354838709822e+01 1.520550596182709130e-02 3.391159592965402314e-02
1.854919354838709822e+01 1.679414626443868561e-02 3.514919169293823087e-02
1.867419354838709822e+01 1.838473056886478010e-02 3.632069231545476812e-02
1.879919354838709822e+01 1.997253145590395518e-02 3.743209152822300767e-02
1.892419354838709822e+01 2.155341986721713912e-02 3.848843679470819595e-02
1.904919354838709467e+01 2.312378162587242630e-02 3.949403446081453661e-02
1.917419354838709467e+01 2.468044960736833979e-02 4.045260113545392361e-02
1.929919354838709467e+01 2.622064781439050266e-02 4.136737755333438904e-02
1.942419354838709467e+01 2.774194467446852372e-02 4.224121566931763466e-02
1.954919354838709467e+01 2.924221360102735590e-02 4.307664627532915846e-02
1.967419354838709467e+01 3.071959935825450960e-02 4.387593219574758424e-02
1.979919354838709467e+01 3.217248912410125561e-02 4.464111063712596777e-02
1.992419354838709467e+01 3.359948740104751197e-02 4.537402726674000936e-02
2.004919354838709467e+01 3.499939411160282732e-02 4.607636390269920224e-02
2.017419354838709467e+01 3.637118535513015477e-02 4.674966121307293915e-02
2.029919354838709467e+01 3.771399640807687748e-02 4.739533747463293978e-02
2.042419354838709467e+01 3.902710663045099587e-02 4.801470419073125551e-02
2.054919354838709467e+01 4.030992600391972158e-02 4.860897918337849649e-02
2.067419354838709467e+01 4.156198307586606022e-02 4.917929763772273255e-02
2.079919354838709467e+01 4.278291412245006226e-02 4.991230769163493286e-02
2.092419354838709467e+01 4.397245337461578446e-02 5.104012038539505747e-02
2.104919354838709467e+01 4.513042417585354932e-02 5.212045972583417147e-02
2.117419354838709467e+01 4.625673096070495594e-02 5.315401418791459304e-02
2.129919354838709467e+01 4.735135195949447678e-02 5.414154731627456724e-02
2.142419354838709467e+01 4.841433254835390831e-02 5.508388796829632311e-02
2.154919354838709467e+01 4.944577917486017021e-02 5.598192150102879183e-02
2.167419354838709467e+01 5.044585379899278049e-02 5.683658180289342943e-02
2.179919354838709467e+01 5.134228149578305700e-02 5.764884408360151230e-02
2.192419354838709467e+01 5.206725747199161813e-02 5.841971834632071758e-02
2.204919354838709467e+01 5.277051729628862847e-02 5.915024347517860992e-02
2.217419354838709467e+01 5.345238415961016398e-02 5.984148187893027770e-02
2.229919354838709467e+01 5.411319117528389649e-02 6.049451463829673414e-02
2.242419354838709467e+01 5.475328048430241207e-02 6.111043711024105596e-02
2.254919354838709467e+01 5.537300239905063731e-02 6.169035494746014092e-02
2.267419354838709467e+01 5.575814839199853823e-02 6.223538049573344721e-02
2.279919354838709467e+01 5.604543527373018197e-02 6.274662953559179135e-02
2.292419354838709467e+01 5.632152009751437149e-02 6.322521833812254355e-02
2.304919354838709467e+01 5.658687023559974549e-02 6.367226100767559016e-02
2.317419354838709467e+01 5.684193784688742340e-02 6.408886708686253875e-02
2.329919354838709467e+01 5.708716068058183185e-02 6.447613940153681944e-02
2.342419354838709467e+01 5.732296280858656390e-02 6.483517212552579456e-02
2.354919354838709467e+01 5.754975529452153321e-02 6.516704904669655407e-02
2.367419354838709467e+01 5.776793680614458748e-02 6.547284201760310285e-02
2.379919354838709467e+01 5.797789417724298622e-02 6.575360957541784290e-02
2.392419354838709467e+01 5.818000292430616088e-02 6.614678225047708471e-02
2.404919354838709467e+01 5.837462772253194931e-02 6.658163800647608210e-02
2.417419354838709467e+01 5.856212284545654623e-02 6.701793655976470698e-02
2.429919354838709467e+01 5.874283257165856947e-02 6.742993834110394546e-02
2.442419354838709467e+01 5.891709156197564440e-02 6.781831230763808727e-02
2.454919354838709467e+01 5.908522520992418731e-02 6.818373006261735370e-02
2.467419354838709467e+01 5.924754996791732620e-02 6.852686473985125648e-02
2.479919354838709467e+01 5.940437365165737033e-02 6.884838996233258457e-02
2.492419354838709467e+01 5.955599572465915259e-02 6.914897887068023608e-02
2.504919354838709467e+01 5.970270756463057216e-02 6.942930321738058352e-02
2.517419354838709467e+01 5.984479271352655116e-02 6.969003252310833341e-02
2.529919354838709467e+01 5.998252711263064169e-02 6.993183329149443850e-02
2.542419354838709467e+01 6.011617932390141833e-02 7.015536827920025587e-02
2.554919354838709467e+01 6.024601073900061332e-02 7.036129581803272914e-02
2.567419354838709467e+01 6.037227577675608609e-02 7.055026918633527933e-02
2.579919354838709467e+01 6.049522207023378534e-02 7.072293602684875946e-02
2.592419354838709467e+01 6.061509064427350602e-02 7.087993780851382930e-02
2.604919354838709467e+01 6.073211608414800372e-02 7.102190932975166460e-02
2.617419354838709467e+01 6.084652669612370529e-02 7.114947826103489026e-02
2.629919354838709467e+01 6.095854466065364630e-02 7.126326472448252236e-02
2.642419354838709467e+01 6.106838617858787593e-02 7.136388090856353450e-02
2.654919354838709467e+01 6.117626161106881622e-02 7.145193071590814904e-02
2.667419354838709467e+01 6.128237561360053154e-02 7.152800944251244686e-02
2.679919354838709467e+01 6.138692726467660093e-02 7.159270348649318660e-02
2.692419354838709467e+01 6.149011018926934385e-02 7.164659008493032277e-02
2.704919354838709467e+01 6.159211267782489785e-02 7.169023707709616666e-02
2.717419354838709467e+01 6.169311780073323537e-02 7.172420269279849991e-02
2.729919354838709467e+01 6.179330351892284995e-02 7.174903536430346507e-02
2.742419354838709467e+01 6.189284279056394417e-02 7.176527356059270168e-02
2.754919354838709467e+01 6.199190367429069370e-02 7.177344564277755856e-02
2.767419354838709467e+01 6.209064942920543978e-02 7.177406973937638934e-02
2.779919354838709467e+01 6.218923861172340889e-02 7.176765364041792772e-02
2.792419354838709467e+01 6.228782516957577509e-02 7.175469470930187499e-02
2.804919354838709467e+01 6.238655853312521232e-02 7.173567981139386540e-02
2.817419354838709467e+01 6.248558370412459623e-02 7.171108525835612202e-02
2.829919354838709467e+01 6.258504134209230685e-02 7.168137676743288611e-02
2.842419354838709467e+01 6.268506784840764678e-02 7.164700943465308891e-02
2.854919354838709467e+01 6.278579544837388504e-02 7.160842772126792266e-02
2.867419354838709467e+01 6.288735227117450699e-02 7.156606545256852248e-02
2.879919354838709467e+01 6.298986242792287138e-02 7.152314448960331306e-02
2.892419354838709467e+01 6.309344608804011434e-02 7.152812460147266183e-02
2.904919354838709467e+01 6.319821955379359424e-02 7.153034088050967687e-02
2.917419354838709467e+01 6.330429533320328095e-02 7.153012891774900017e-02
2.929919354838709467e+01 6.341178221156544559e-02 7.152781532766637473e-02
